source,stage,name,description,url,code_url,paper_url,categories,year,license,repo,stars,also_in
biotools,,HDXer,"HDXer is a Python package that can be used to: compute Hydrogen-Deuterium exchange (HDX) data from an atomistic ensemble of protein structures and reweight a candidate ensemble by applying a maximum-entropy biasing scheme, so that the computed HDX data conform to a target experimental set of HDX-MS data, within a defined level of error.",https://github.com/Lucy-Forrest-Lab/HDXer,https://github.com/Lucy-Forrest-Lab/HDXer,https://doi.org/10.33011/LIVECOMS.3.1.1521,Molecular dynamics; Editing; Molecular dynamics; Simulation analysis,,BSD-3-Clause,lucy-forrest-lab/hdxer,,
biotools,,Helix Positioner,"Discovery of novel helix binding sites at protein-protein interfaces.

Helix Positioner a program for locating helix binding sites at protien-protein interfaces.",https://github.com/proteincraft/HPer,https://github.com/proteincraft/HPer,https://doi.org/10.1016/J.CSBJ.2019.11.001,Binding sites; Molecular dynamics; Protein interaction prediction; Protein-protein binding site prediction,,,proteincraft/hper,,
biotools,,HelTomo,Functions for working with X-ray data measured in the Industrial Mathematics Computed Tomography Laboratory at the University of Helsinki.,https://www.mathworks.com/matlabcentral/fileexchange/74417-heltomo-university-of-helsinki-ct-data-toolbox,,,Biophysics,,Free of charge (with restrictions),,,
biotools,,HEMNMA-3D,Plugin for continuous conformational flexibility analysis containing HEMNMA and StructMap,https://github.com/scipion-em/scipion-em-continuousflex,https://github.com/scipion-em/scipion-em-continuousflex,https://doi.org/10.3389/FMOLB.2021.663121,Molecular dynamics; Dimensionality reduction; Essential dynamics; Standardisation and normalisation; Trajectory visualization,,GPL-3.0,scipion-em/scipion-em-continuousflex,,
biotools,,HemoNet,"Predicting Hemolytic Activity with Integrated Feature Learning A neural network that perdict hemolytic activity classification of a peptide sequence along with inforamtion of N/C terminal modifications.This network captures context of amino acid with SeqVec embedding, Circular Fingerprint repersatation of N/C terminal modification's SMILES.",https://github.com/adibayaseen/HemoNet,https://github.com/adibayaseen/HemoNet,https://doi.org/10.1142/S0219720021500219,Drug discovery; Network analysis,,Not licensed,adibayaseen/hemonet,,
biotools,,HemoPImod,"A Method for Predicting Hemolytic Potency of Chemically Modified Peptides From Its Structure.


HemoPI-MOD is an in silico method, which is developed to predict hemolytic or hemotoxic or RBC lysing potential of a peptide. The main dataset used in this method consists of 582 modified hemolytic peptides and 582 non-hemolytic peptides. This full dataset was divided into two parts (i) Training dataset and (ii) Validation dataset.",http://webs.iiitd.edu.in/raghava/hemopimod/,,https://doi.org/10.3389/FPHAR.2020.00054,Computational chemistry; Peptide immunogenicity prediction; Protein fragment weight comparison; Validation,,,,,
biotools,,Hep-druginteractions,"Druginteractions

Effect of comedication on ombitasvir/paritaprevir/ritonavir ± dasabuvir ± ribavirin therapy in chronic hepatitis C.

Cookies help us deliver our services. By using our services, you agree to our use of cookies. OK Learn more.

Access our free, comprehensive and user-friendly drug interaction charts.",http://www.hep-druginteractions.org/,,https://doi.org/10.5114/CEH.2019.87634,Pharmacology,,,,,
biotools,,HexServer,"A FFT-based protein docking server powered by graphics processors, HexServer rapidly produces a ranked list of docking predictions for input PDB protein structures.",http://hexserver.loria.fr/,,https://doi.org/10.1093/nar/gkq311,Molecular modelling; Molecular docking; Protein quaternary structure prediction; Protein secondary structure prediction; Protein structure prediction; Protein-ligand docking,,,,,
biotools,,HGIMC,"Heterogeneous graph inference with matrix completion for computational drug repositioning.

Inspired by the low-rank completion of BNNR and the guilt-by-association principle of HGBI, we propose a heterogeneous graph inference with matrix completion (HGIMC) method to predict potential indications for drugs.

Overview This repository contains data and code for HGIMC method, which is based on the model at https: github.com BioinformaticsCSU HGIMC.

November 23, 2020 Software Open Access.",https://github.com/BioinformaticsCSU/HGIMC,https://github.com/BioinformaticsCSU/HGIMC,https://doi.org/10.1093/BIOINFORMATICS/BTAA1024,Drug discovery; Standardisation and normalisation,,,bioinformaticscsu/hgimc,,
biotools,,hGPCRnet,"Cell-Type-Specific Analysis of G-Protein Coupled Receptor Signaling Pathways.

The extended human GPCR network.",http://bioinformatics.biol.uoa.gr/hGPCRnet,,https://doi.org/10.1021/acs.jproteome.9b00754,Pharmacology; Pathway or network visualisation; Sequence classification; Transmembrane protein analysis,,,,,
biotools,,HiCat,"Hi-C data analysis tool. Importantly, HiCat is focussed on analysis of larger structural features of chromosomes and on comparative studies.",http://www.botinst.uzh.ch/research/development/grossnik/HiCat.html,,https://doi.org/10.1016/j.molcel.2014.07.009,Structural biology; Structure analysis; Structure comparison,,,,,
biotools,,Hicberg,"Hicberg is a software tool that reconstructs contact signals from repeated elements in genomic data, particularly Hi-C data, using statistical inference. It allows for a better understanding of the impact of repeated elements on genome organization.",https://github.com/koszullab/Hicberg,https://github.com/koszullab/Hicberg,https://doi.org/10.1101/2025.06.20.660295,Biophysics; Genome assembly; Read mapping; Statistical inference,,,koszullab/hicberg,,
biotools,,HighResNPS,Online Crowd-Sourced HR-MS Database for Suspect and Non-targeted Screening of New Psychoactive Substances.,http://HighResNPS.com,,https://doi.org/10.1093/JAT/BKZ030,Toxicology; Deisotoping; Deposition; Protein fragment weight comparison,,Free of charge (with restrictions),,,
biotools,,HiGNN,A Hierarchical Informative Graph Neural Network for Molecular Property Prediction Equipped with Feature-Wise Attention.,https://github.com/idruglab/hignn,https://github.com/idruglab/hignn,https://doi.org/10.1021/acs.jcim.2c01099,Medicinal chemistry; Network analysis; Phasing; Small molecule design,,MIT,idruglab/hignn,,
biotools,,HingeProt,Web server for predicting rigid protein parts and the flexible hinge regions connecting them in the native topology of protein chains by employing elastic network (EN) models.,http://www.prc.boun.edu.tr/appserv/prc/hingeprot/,,https://doi.org/10.1002/prot.21613,Molecular modelling; Protein structure prediction,,,,,
biotools,,HippoUnit,"A software tool for the automated testing and systematic comparison of detailed models of hippocampal neurons based on electrophysiological data.

This package contains validation tests for models of hippocampus, based on the SciUnit framework and the NeuronUnit package.

The purpose of this repository is to provide examples on how to run the validation tests of HippoUnit on models of the hippocampal CA1 pyramidal cell available in the literature and on ModelDB.

Current tests cover somatic behavior and signal propagation and integration in apical dendrites of hippocampal CA1 pyramidal cell models.

Feature errors: Z-score (the difference of model feature value from the exerimental mean feature value in the unit of the experimental SD.).

git clone https://github.com/KaliLab/hippounit.git.",https://github.com/KaliLab/hippounit,https://github.com/KaliLab/hippounit,https://doi.org/10.1101/2020.07.02.184333,Biophysics; Neurite measurement; Quantification; Validation,,BSD-3-Clause,kalilab/hippounit,,
biotools,,HISNAPI,"A bioinformatic tool for dynamic hot spot analysis in nucleic acid-protein interface with a case study.

Protein and nucleic acid interactions play a vital role in many biological processes such as DNA replication, repair and processing, as well as RNA processing and translocation.",http://chemyang.ccnu.edu.cn/ccb/server/HISNAPI/,,https://doi.org/10.1093/BIB/BBAA373,Molecular dynamics; Essential dynamics; Molecular dynamics; Nucleic acid folding analysis; Nucleic acids-binding site prediction; Small molecule design,,,,,
biotools,,HIT,"A comprehensive and fully curated database for Herb Ingredients’ Targets. Molecular target information involves those proteins being directly/indirectly activated/inhibited, protein binders and enzymes whose substrates or products are those compounds. Those up/down regulated genes are included under the treatment of individual ingredients. The experimental condition, observed bioactivity and various references are provided. The database can be queried via keyword or similarity search.",http://lifecenter.sgst.cn/hit/,,https://doi.org/10.1093/nar/gkq1165,Drug discovery; Data retrieval; Database search; Protein subcellular localisation prediction; Query and retrieval; Structural similarity search,,,,,
biotools,,HIVprotI,"In this server, user can predict the IC50/Percent inhibition of given compounds against three HIV proteins namely reverse transcriptase, protease and integrase.",http://bioinfo.imtech.res.in/manojk/hivproti/,,https://doi.org/10.1186/s13321-018-0266-y,Cheminformatics; Protein interaction prediction,,GPL-3.0,,,
biotools,,HKPocket,"Human kinase pocket database for drug design.

BACKGROUND:The kinase pocket structural information is important for drug discovery targeting cancer or other diseases. Although some kinase sequence, structure or drug databases have been developed, the databases cannot be directly used in the kinase drug study. Therefore, a comprehensive database of human kinase protein pockets is urgently needed to be developed. RESULTS:Here, we have developed HKPocket, a comprehensive Human Kinase Pocket database. This database provides sequence, structure, hydrophilic-hydrophobic, critical interactions, and druggability information including 1717 pockets from 255 kinases. We further divided these pockets into 91 pocket clusters using structural and position features in each kinase group. The pocket structural information would be useful for preliminary drug screening",http://zhaoserver.com.cn/HKPocket/HKPocket.html,,https://doi.org/10.1186/S12859-019-3254-Y,Drug discovery; Database search; Protein structure validation; Visualisation,,,,,
biotools,,HLArestrictor,Patient-specific predictions of HLA restriction elements and optimal epitopes within peptides.,http://cbs.dtu.dk/services/HLArestrictor/,,https://doi.org/10.1007/s00251-010-0493-5,Binding sites; Epitope mapping,,Other,,,
biotools,,HLPpred-Fuse,"Improved and robust prediction of hemolytic peptide and its activity by fusing multiple feature representation.

Welcome to the Home Page of HLPpred-Fuse.

HLPpred-Fuse could be established according to the following steps: (i) feature representation scheme was employed to generate 54 probabilistic features derived from 54 prediction models that utilized nine different types of peptide features, i.e. AAC, DPC, amino acid index (AAI), binary profile (BPF), composition-transition-distribution (CTD), conjoint triad (CTF), quasi-sequence order (QSO), grouped dipeptide composition (GDPC), and grouped tripeptide composition (GTPC), and six ML classifiers, i.e. SVM, RF, gradient boosting (GB), extremely randomized tree (ERT), k-nearest neighbor (KNN), and AdaBoost (AB); and (ii) those 54 probabilistic features were fused and inputted to ERT to develop a final predictor separately for both layers. For a given peptide sequence, HLPpred-Fuse predicts HLPs activity and probability values.",http://thegleelab.org/HLPpred-Fuse,,https://doi.org/10.1093/BIOINFORMATICS/BTAA160,Pharmacology; Peptide identification,,,,,
biotools,,HNADOCK,Nucleic acid docking server for modeling RNA/DNA-RNA/DNA 3D complex structures.,http://huanglab.phys.hust.edu.cn/hnadock/,,https://doi.org/10.1093/NAR/GKZ412,Molecular modelling; Nucleic acid folding analysis; Protein-protein docking; RNA secondary structure prediction,,Unlicense,,,
