full_name,owner,name,url,description,homepage,language,topics,stars,forks,license,archived,created_at,pushed_at,matched_topics
TKanX/bio-forge,TKanX,bio-forge,https://github.com/TKanX/bio-forge,"A high-performance, pure Rust toolkit for standardizing and preparing biomolecular systems (proteins & nucleic acids). It heals missing atoms, resolves protonation states, adds solvation, and unifies topologies to forge simulation-ready structures.",https://bio-forge.app,Rust,bioinformatics; biology; cheminformatics; chemistry; cli; dna; high-performance; javascript,141,7,MIT,False,2025-10-23,2026-03-28,cheminformatics
WMD-group/SMACT,WMD-group,SMACT,https://github.com/WMD-group/SMACT,Python package to aid materials design and informatics,https://smact.readthedocs.io,Python,computational-chemistry; machine-learning; materials-design; materials-informatics; materials-science; materials-screening; python,141,33,NOASSERTION,False,2013-11-04,2026-09-11,computational-chemistry
genular/pandora,genular,pandora,https://github.com/genular/pandora,PANDORA :computer:,https://atomic-lab.org,Vue,bioinformatics; biomarkers; clinical-data; clustering; data-integration; data-mining; data-science; data-visualization,139,19,NOASSERTION,False,2018-07-03,2025-04-04,drug-discovery
kuelumbus/rdkit-pypi,kuelumbus,rdkit-pypi,https://github.com/kuelumbus/rdkit-pypi,⚛️ RDKit Python Wheels on PyPI. 💻 pip install rdkit,,Python,cheminformatics; pypi; pypi-package; python; python-library; rdkit,138,24,MIT,False,2021-03-27,2026-09-03,cheminformatics
jinzhezenggroup/computational-chemistry-agent-skills,jinzhezenggroup,computational-chemistry-agent-skills,https://github.com/jinzhezenggroup/computational-chemistry-agent-skills,"Agent skills to run computational-chemistry tasks, used in OpenClaw",https://skills.jinzhezeng.group,Python,agent-skills; computational-chemistry; openclaw,138,26,LGPL-3.0,False,2026-02-20,2026-09-13,computational-chemistry
SciML/NBodySimulator.jl,SciML,NBodySimulator.jl,https://github.com/SciML/NBodySimulator.jl,"A differentiable simulator for scientific machine learning (SciML) with N-body problems, including astrophysical and molecular dynamics",https://docs.sciml.ai/NBodySimulator/stable/,Julia,algorithmic-differentiation; automatic-differentiation; differentiable-programming; geometric-algorithms; molecular-dynamics; molecular-dynamics-simulation; scientific-machine-learning; sciml,138,21,NOASSERTION,False,2018-07-24,2026-09-11,molecular-dynamics
thorben-frank/mlff,thorben-frank,mlff,https://github.com/thorben-frank/mlff,Build neural networks for machine learning force fields with JAX,,Python,deep-learning; force-fields; machine-learning; molecular-dynamics,138,39,MIT,False,2022-09-30,2025-06-02,molecular-dynamics
Chelsea486MHz/SENPAI,Chelsea486MHz,SENPAI,https://github.com/Chelsea486MHz/SENPAI,Molecular dynamics simulation software,https://senpaimd.org,C,cheminformatics; chemistry; molecular-dynamics; molecular-dynamics-simulation; research; science; science-research; simulation,137,17,GPL-3.0,False,2018-06-20,2023-06-25,cheminformatics; molecular-dynamics
mcs07/CIRpy,mcs07,CIRpy,https://github.com/mcs07/CIRpy,Python wrapper for the NCI Chemical Identifier Resolver (CIR),https://cirpy.readthedocs.io,Python,cheminformatics; chemistry; python,137,29,MIT,False,2012-03-20,2024-03-08,cheminformatics
aamini/chemprop,aamini,chemprop,https://github.com/aamini/chemprop,"Fast and scalable uncertainty quantification for neural molecular property prediction, accelerated optimization, and guided virtual screening.",,Python,active-learning; bayesian-optimization; chemistry; drug-discovery; evidential-deep-learning; molecule; neural-network; uncertainty,136,17,MIT,False,2021-07-22,2021-07-29,drug-discovery; virtual-screening
MolecularAI/DockStream,MolecularAI,DockStream,https://github.com/MolecularAI/DockStream,DockStream: A Docking Wrapper to Enhance De Novo Molecular Design,,Python,astrazeneca; chemoinformatics; denovo-design; jupyter-notebook; molecular-docking; reinforcement-learning,136,35,Apache-2.0,True,2021-08-02,2023-03-16,molecular-docking
THUNLP-MT/dyMEAN,THUNLP-MT,dyMEAN,https://github.com/THUNLP-MT/dyMEAN,"This repo contains the codes for our paper ""End-to-End Full-Atom Antibody Design""",https://arxiv.org/abs/2302.00203,Python,antibody-design; drug-discovery; generative-ai,135,18,MIT,False,2023-05-23,2025-02-26,antibody-design; drug-discovery
THUNLP-MT/PepGLAD,THUNLP-MT,PepGLAD,https://github.com/THUNLP-MT/PepGLAD,"Codes for our paper ""Full-Atom Peptide Design with Geometric Latent Diffusion"" (NeurIPS 2024)",https://proceedings.neurips.cc/paper_files/paper/2024/file/88ad9774ffcb7a272457e9396f793a07-Paper-Conference.pdf,Python,drug-discovery; generative-ai; peptide-design; protein-design,133,11,MIT,False,2024-09-23,2025-04-16,drug-discovery; peptide-design
mqcomplab/bitbirch,mqcomplab,bitbirch,https://github.com/mqcomplab/bitbirch,BitBIRCH clustering algorithm,https://pubs.rsc.org/en/content/articlelanding/2025/dd/d5dd00030k,Python,algorithms; chemical-space; cheminformatics; clustering; drug-design; drug-discovery; drug-repurposing; machine-learning,132,32,LGPL-3.0,False,2024-08-09,2025-10-21,cheminformatics; drug-design; drug-discovery; drug-repurposing
mims-harvard/PDGrapher,mims-harvard,PDGrapher,https://github.com/mims-harvard/PDGrapher,Combinatorial prediction of therapeutic perturbations using causally-inspired neural networks,https://zitniklab.hms.harvard.edu/projects/PDGrapher,Jupyter Notebook,causal-inference; drug-discovery; geometric-deep-learning; graph-neural-networks; perturbations; therapeutics,132,36,MIT,False,2023-07-28,2025-10-03,drug-discovery
jvalegre/aqme,jvalegre,aqme,https://github.com/jvalegre/aqme,"Automated Quantum Mechanical Environments (AQME) offers transparent and reproducible workflows available for Jupyter Notebooks and command lines, including: 1) RDKit- and CREST-based conformer generation, 2) QM input file creation, 3) post-processing of QM output files, 4) generation of xTB, DFT and RDKit descriptors. https://aqme.readthedocs.io",,Python,automation; cheminformatics; jupyter-notebooks; python; quantum-chemistry; reproducibility; workflows,132,32,MIT,False,2020-01-07,2026-09-11,cheminformatics
aai-research-lab/FastMDXplora,aai-research-lab,FastMDXplora,https://github.com/aai-research-lab/FastMDXplora,Software for automated molecular dynamics exploration,https://github.com/aai-research-lab/fastmdxplora,Python,fastmdxplora; md-analysis; md-simulation; molecular-dynamics,132,25,MIT,False,2025-04-12,2026-09-12,molecular-dynamics
ipudu/awesome-molecular-dynamics,ipudu,awesome-molecular-dynamics,https://github.com/ipudu/awesome-molecular-dynamics,":sunglasses: A curated list of awesome Molecular Dynamics libraries, tools and software.",https://awesome-md.com,,awesome-list; molecular-dynamics,132,38,CC0-1.0,False,2018-07-05,2021-08-02,molecular-dynamics
jamesgleave/DD_protocol,jamesgleave,DD_protocol,https://github.com/jamesgleave/DD_protocol,Official repository for the Deep Docking protocol,,Python,deep-learning; docking; drug-discovery; virtual-screening,131,37,MIT,False,2021-05-31,2023-11-30,drug-discovery; virtual-screening
SMTG-Bham/ShakeNBreak,SMTG-Bham,ShakeNBreak,https://github.com/SMTG-Bham/ShakeNBreak,Defect structure-searching employing chemically-guided bond distortions,https://shakenbreak.readthedocs.io,Python,ab-initio; computational-chemistry; dft; distortions; materials; materials-design; materials-informatics; point-defects,131,28,MIT,False,2021-08-25,2026-07-17,computational-chemistry
doyle-lab-ucla/auto-qchem,doyle-lab-ucla,auto-qchem,https://github.com/doyle-lab-ucla/auto-qchem,Auto-QChem is an automated workflow for the generation and storage of DFT calculations for organic molecules.,https://doyle-lab-ucla.github.io/auto-qchem/,Python,automation; cheminformatics; dft-calculations; feature; machine-learning,130,24,GPL-3.0,False,2019-11-12,2026-01-14,cheminformatics
grimme-lab/xtb-python,grimme-lab,xtb-python,https://github.com/grimme-lab/xtb-python,Python API for the extended tight binding program package,https://xtb-python.readthedocs.io,Python,computational-chemistry; quantum-chemistry; tight-binding,130,34,LGPL-3.0,False,2020-05-22,2024-09-03,computational-chemistry
GrossfieldLab/loos,GrossfieldLab,loos,https://github.com/GrossfieldLab/loos,LOOS: a lightweight object-oriented structure analysis library,http://grossfieldlab.github.io/loos/,C++,computational-chemistry; molecular-dynamics,130,24,GPL-3.0,False,2016-01-18,2026-07-09,computational-chemistry; molecular-dynamics
mqcomplab/bblean,mqcomplab,bblean,https://github.com/mqcomplab/bblean,"BitBIRCH-Lean, a memory-efficient implementation of BitBIRCH designed for high-throughput clustering of huge molecular libraries",https://mqcomplab.github.io/bblean/devdocs,Python,cheminformatics; cheminformatics-software; chemistry; clustering; clustering-algorithm; compchem; drug-discovery; python,129,14,NOASSERTION,False,2025-09-05,2026-09-13,cheminformatics; drug-discovery
Keiji-AI/PyTrial,Keiji-AI,PyTrial,https://github.com/Keiji-AI/PyTrial,PyTrial: A Comprehensive Platform for Artificial Intelligence for Drug Development,https://pytrial.readthedocs.io/en/latest/,Python,artificial-intelligence; clinical-trials; data-mining; drug-development; drug-discovery; machine-learning; natural-language-processing,129,26,BSD-2-Clause,False,2022-11-29,2026-08-01,drug-discovery
xianglin226/Benchmarking-Single-Cell-Perturbation,xianglin226,Benchmarking-Single-Cell-Perturbation,https://github.com/xianglin226/Benchmarking-Single-Cell-Perturbation,Single-Cell (Perturbation) Model Library,,Python,autoencoders; counterfactual-inference; disentanglement; drug; drug-discovery; drug-repurposing; llm; perturbations,129,7,Apache-2.0,False,2024-03-28,2026-07-27,drug-discovery; drug-repurposing
Acylation/obsidian-chem,Acylation,obsidian-chem,https://github.com/Acylation/obsidian-chem,Chemistry support for Obsidian. Rendering SMILES strings into chemistry structures.,,TypeScript,cheminformatics; chemistry; obsidian; obsidian-community; obsidian-md; obsidian-plugin,129,13,MIT,False,2023-04-25,2025-10-01,cheminformatics
LIYUESEN/druggpt,LIYUESEN,druggpt,https://github.com/LIYUESEN/druggpt,DrugGPT: A GPT-based Strategy for Designing Potential Ligands Targeting Specific Proteins,,Python,drug-design; drug-discovery; gpt; huggingface; large-language-models,126,17,GPL-3.0,False,2023-05-03,2025-02-18,drug-design; drug-discovery
JaGeo/LobsterPy,JaGeo,LobsterPy,https://github.com/JaGeo/LobsterPy,Package to perform automatic bonding analysis with the program Lobster in the field of computational materials science and quantum chemistry,https://jageo.github.io/LobsterPy/,Python,chemical-bonding; computational-chemistry; computational-materials-science; materials-informatics; plotting; python,126,38,BSD-3-Clause,False,2021-03-01,2026-09-07,computational-chemistry
DrugClaw/DrugClaw,DrugClaw,DrugClaw,https://github.com/DrugClaw/DrugClaw,💊 AI Research Assistant for Accelerated Drug Discovery. 🦞,https://drugclaw.com,Rust,ai-agents; ai-assistant; bioinformatics; drug-design; drug-discovery; drug-repurposing; microclaw; openclaw,125,9,Apache-2.0,False,2026-03-10,2026-03-23,drug-design; drug-discovery; drug-repurposing
molinfo-vienna/CDPKit,molinfo-vienna,CDPKit,https://github.com/molinfo-vienna/CDPKit,The Chemical Data Processing Toolkit,https://cdpkit.org,C++,cheminformatics; computational-chemistry; computer-aided-drug-design; pharmacophore-modelling; virtual-screening,125,18,LGPL-2.1,False,2017-10-12,2026-09-11,cheminformatics; computational-chemistry; virtual-screening
bgruening/galaxytools,bgruening,galaxytools,https://github.com/bgruening/galaxytools,:microscope::books: Galaxy Tool wrappers,,HTML,cheminformatics; galaxy; galaxyproj; hacktoberfest; rna; tools; wrapper,125,271,MIT,False,2012-11-30,2026-09-11,cheminformatics
diffqc/dqc,diffqc,dqc,https://github.com/diffqc/dqc,Differentiable Quantum Chemistry (only Differentiable Density Functional Theory and Hartree Fock at the moment),https://dqc.readthedocs.io/,Python,automatic-differentiation; computational-chemistry; computational-physics; density-functional-theory; hartree-fock; quantum-chemistry,124,15,Apache-2.0,False,2020-01-08,2022-03-13,computational-chemistry
LFhase/CIGA,LFhase,CIGA,https://github.com/LFhase/CIGA,[NeurIPS 2022] Learning Causally Invariant Representations for Out-of-Distribution Generalization on Graphs,https://arxiv.org/abs/2202.05441,Python,causal-inference; causal-representation-learning; distribution-shift; drug-discovery; graph-neural-networks; graph-representation-learning; invariant-learning; out-of-distribution-generalization,123,15,MIT,False,2022-10-06,2023-08-28,drug-discovery
RMeli/spyrmsd,RMeli,spyrmsd,https://github.com/RMeli/spyrmsd,📐 Symmetry-corrected RMSD in Python,https://spyrmsd.readthedocs.io,Python,cadd; computational-biology; computational-chemistry; computer-aided-drug-design; docking; drug-discovery; molecular-docking; rmsd,122,12,MIT,False,2019-10-10,2026-08-03,computational-chemistry; drug-discovery; molecular-docking
clinfo/kGCN,clinfo,kGCN,https://github.com/clinfo/kGCN,A graph-based deep learning framework for life science,,Python,cheminformatics; gcn; graph-convolutional-networks; neural-networks,122,34,NOASSERTION,False,2019-06-27,2023-08-03,cheminformatics
SUNCAT-Center/CatLearn,SUNCAT-Center,CatLearn,https://github.com/SUNCAT-Center/CatLearn,A machine learning environment for atomic-scale modeling in surface science and catalysis.,http://catlearn.readthedocs.io/,Python,atomistic-machine-learning; catalysis; catalyst; computational-chemistry; machine-learning; materials-informatics; materials-science; nanotechnology,122,70,GPL-3.0,False,2018-04-20,2024-06-28,computational-chemistry
ml-jku/clamp,ml-jku,clamp,https://github.com/ml-jku/clamp,Code for the paper Enhancing Activity Prediction Models in Drug Discovery with the Ability to Understand Human Language,https://arxiv.org/abs/2303.03363,Python,assay-modeling; cheminformatics; contrastive-learning; drug-discovery; machine-learning; qsar; zero-shot,120,10,NOASSERTION,False,2023-01-22,2026-02-26,cheminformatics; drug-discovery; qsar
kaist-amsg/LocalRetro,kaist-amsg,LocalRetro,https://github.com/kaist-amsg/LocalRetro,Retrosynthesis prediction for organic molecules with LocalRetro,,Jupyter Notebook,machine-learning; retrosynthesis,120,34,NOASSERTION,False,2021-05-07,2026-01-27,retrosynthesis
Bindwell/PLAPT,Bindwell,PLAPT,https://github.com/Bindwell/PLAPT,Codebase and CLI for PLAPT: A state-of-the-art protein-ligand binding affinity model for drug discovery,,Mathematica,drug-discovery; protein-ligand-binding-affinity; state-of-the-art; transformer-models; transformers,119,15,MIT,False,2023-09-23,2025-03-27,drug-discovery
